"NGAsubRSN","NGAsubEQID","NGAsubSSN"
2001292,2000014,2000834
2001293,2000014,2000835
2001294,2000014,2000786
2001300,2000015,2000786
2001301,2000015,2000790
2001311,2000016,2000793
2001312,2000016,2000738
2001320,2000016,2000742
2001327,2000016,2000798
2001330,2000016,2000800
2001335,2000016,2000736
2001338,2000016,2000749
2001339,2000016,2000750
2001340,2000016,2000801
2001346,2000016,2000755
2001348,2000016,2000806
2001356,2000016,2000809
2001359,2000016,2000762
2001363,2000016,2000810
2001365,2000016,2000772
2001366,2000016,2000843
2001368,2000016,2000845
2001369,2000016,2000785
2001370,2000016,2000846
2001372,2000016,2000848
2001373,2000016,2000849
2001375,2000016,2000850
2001376,2000016,2000851
2001377,2000016,2000852
2001378,2000016,2000853
2001379,2000016,2000854
2001380,2000016,2000834
2001381,2000016,2000835
2001382,2000016,2000855
2001383,2000016,2000789
2001384,2000016,2000856
2001388,2000016,2000479
2001397,2000016,2000191
2001403,2000016,2000863
2001418,2000016,2000203
2001420,2000016,2000502
2001433,2000020,2000873
2001435,2000020,2000196
2001436,2000020,2000874
2001437,2000020,2000875
2001438,2000020,2000876
2001440,2000020,2000877
2001444,2000003,2000873
2001463,2000005,2000767
2001474,2000008,2000196
2001477,2000008,2000767
2001484,2000008,2000883
2001510,2000010,2000767
2001518,2000010,2000889
2001519,2000010,2000882
2001520,2000010,2000883
2001521,2000010,2000890
2001524,2000010,2000885
2001537,2000013,2000196
2001539,2000013,2000881
2001540,2000013,2000892
2001545,2000013,2000767
2001546,2000013,2000874
2001548,2000013,2000875
2001561,2000013,2000889
2001562,2000013,2000882
2001563,2000013,2000883
2001564,2000013,2000890
2001565,2000013,2000891
2001566,2000013,2000884
2001567,2000013,2000885
2001629,2000014,2000887
2001630,2000014,2000888
2001631,2000014,2000889
2001632,2000014,2000882
2001633,2000014,2000883
2001634,2000014,2000890
2001635,2000014,2000891
2001636,2000014,2000884
2001637,2000014,2000885
2001638,2000014,2000897
2001646,2000003,2000963
2001648,2000003,2000006
2001658,2000003,2000508
2001662,2000003,2000972
2001663,2000003,2000018
2001664,2000003,2000019
2001668,2000003,2000976
2001670,2000003,2000028
2001674,2000004,2000963
2001676,2000004,2000006
2001684,2000004,2000979
2001687,2000004,2000508
2001690,2000004,2000014
2001692,2000004,2000972
2001693,2000004,2000018
2001694,2000004,2000019
2001698,2000004,2000024
2001699,2000004,2000976
2001700,2000004,2000980
2001702,2000004,2000028
2001707,2000005,2000006
2001711,2000005,2000979
2001713,2000005,2000508
2001715,2000005,2000981
2001716,2000005,2000972
2001717,2000005,2000018
2001718,2000005,2000019
2001719,2000005,2000024
2001720,2000005,2000976
2001721,2000005,2000980
2001796,2000015,2001001
2001797,2000015,2001002
2001798,2000015,2000992
2001799,2000015,2000006
2001800,2000015,2000996
2001801,2000015,2000979
2001802,2000015,2000993
2001803,2000015,2000508
2001804,2000015,2000014
2001805,2000015,2000994
2001806,2000015,2000990
2001807,2000015,2000991
2001808,2000015,2000981
2001809,2000015,2000972
2001810,2000015,2000019
2001811,2000015,2000024
2001812,2000015,2000976
2001813,2000015,2000980
2001814,2000015,2001003
2001815,2000015,2000056
2001817,2000015,2001000
2001818,2000015,2000988
2001844,2000004,2001011
2001937,2000034,2000786
2001938,2000034,2000787
2001940,2000034,2000184
2001942,2000034,2000202
2001944,2000034,2000186
2001945,2000034,2000098
2001946,2000034,2000099
2001947,2000034,2000101
2001948,2000034,2000191
2001949,2000034,2000475
2001950,2000034,2000136
2001951,2000034,2000192
2001952,2000034,2000193
2001953,2000034,2000194
2001954,2000034,2000139
2001955,2000034,2000126
2001956,2000034,2000140
2001957,2000034,2000129
2001960,2000034,2001002
2001961,2000034,2000006
2001963,2000034,2000979
2001964,2000034,2000993
2001965,2000034,2000508
2001966,2000034,2000014
2001967,2000034,2000991
2001968,2000034,2000981
2001969,2000034,2000972
2001970,2000034,2000018
2001971,2000034,2000019
2001972,2000034,2000024
2001974,2000034,2000980
2001975,2000034,2000056
2001983,2000004,2001050
2001984,2000004,2001051
2001986,2000004,2001051
2002003,2000035,2000508
2002009,2000035,2000510
2002010,2000035,2000550
2002011,2000035,2000551
2002012,2000035,2000552
2002013,2000035,2000553
2002014,2000035,2000585
2002015,2000035,2000555
2002016,2000035,2000557
2002022,2000035,2000230
2002023,2000035,2000092
2002024,2000035,2000232
2002025,2000035,2000234
2002026,2000035,2000132
2002027,2000035,2001066
2002029,2000035,2000095
2002032,2000035,2000859
2002033,2000035,2000097
2002036,2000035,2000099
2002037,2000035,2000235
2002038,2000035,2000100
2002039,2000035,2001068
2002040,2000035,2001069
2002041,2000035,2000101
2002042,2000035,2000102
2002043,2000035,2000105
2002044,2000035,2000106
2002046,2000035,2000110
2002047,2000035,2000493
2002049,2000035,2000239
2002050,2000035,2000240
2002051,2000035,2000241
2002052,2000035,2000111
2002053,2000035,2001070
2002054,2000035,2000244
2002055,2000035,2000114
2002056,2000035,2001071
2002057,2000035,2001072
2002058,2000035,2001073
2002059,2000035,2000498
2002061,2000035,2001074
2002062,2000035,2001075
2002063,2000035,2001076
2002064,2000035,2001077
2002065,2000035,2001078
2002066,2000035,2001079
2002068,2000035,2001081
2002069,2000035,2001082
2002070,2000035,2001083
2002071,2000035,2001084
2002072,2000035,2001085
2002074,2000035,2001087
2002078,2000035,2001091
2002079,2000035,2001092
2002080,2000035,2001093
2002082,2000035,2001095
2002084,2000035,2001097
2002085,2000035,2001098
2002087,2000035,2001100
2002088,2000035,2001101
2002090,2000035,2001103
2002091,2000035,2001104
2002092,2000035,2001105
2002093,2000035,2001106
2002094,2000035,2001107
2002095,2000035,2001108
2002096,2000035,2001109
2002097,2000035,2001110
2002098,2000035,2001111
2002099,2000035,2001112
2002100,2000035,2001113
2002101,2000035,2001114
2002102,2000035,2001115
2002103,2000035,2001116
2002104,2000035,2001117
2002105,2000035,2001118
2002108,2000035,2000248
2002109,2000035,2000500
2002110,2000035,2000126
2002112,2000035,2001119
2002113,2000035,2000251
2002117,2000035,2000540
2002118,2000035,2000254
2002119,2000035,2000131
2002122,2000035,2000963
2002123,2000035,2001121
2002124,2000035,2000992
2002125,2000035,2000006
2002126,2000035,2001122
2002127,2000035,2001123
2002128,2000035,2001124
2002129,2000035,2000993
2002130,2000035,2000508
2002131,2000035,2000994
2002132,2000035,2000990
2002133,2000035,2000972
2002134,2000035,2000018
2002135,2000035,2000019
2002136,2000035,2000024
2002137,2000035,2000976
2002138,2000035,2000980
2002139,2000035,2000056
2002140,2000035,2000028
2002141,2000035,2001000
2002142,2000004,2001125
2002143,2000004,2001126
3000369,3000105,3000101
3000370,3000105,3000102
3000372,3000105,3000104
3000374,3000105,3000106
3000375,3000105,3000107
3000376,3000105,3000108
3000377,3000105,3000109
3000378,3000105,3000079
3000379,3000105,3000110
3000390,3000105,3000121
3000391,3000105,3000122
3000392,3000105,3000123
3000393,3000105,3000124
3000394,3000105,3000125
3000395,3000105,3000126
3000396,3000105,3000127
3000397,3000105,3000128
3000398,3000105,3000129
3000415,3000105,3000146
3000419,3000105,3000150
3000421,3000105,3000152
3000425,3000105,3000156
3000691,3000133,3000180
3000694,3000133,3000201
3000695,3000133,3000182
3000696,3000133,3000183
3000698,3000133,3000185
3000699,3000133,3000186
3000700,3000133,3000187
3000701,3000133,3000188
3000702,3000133,3000189
3000704,3000133,3000202
3000705,3000133,3000224
3000706,3000133,3000225
3000707,3000133,3000226
3000708,3000133,3000227
3000709,3000133,3000203
3000710,3000133,3000204
3000711,3000133,3000205
3000712,3000133,3000191
3000713,3000133,3000192
3000714,3000133,3000206
3000715,3000133,3000207
3000718,3000133,3000208
3000719,3000133,3000193
3000720,3000133,3000209
3000721,3000133,3000194
3000722,3000133,3000210
3000723,3000133,3000211
3000724,3000133,3000212
3000725,3000133,3000230
3000726,3000133,3000213
3000727,3000133,3000214
3000728,3000133,3000215
3000729,3000133,3000216
3000730,3000133,3000217
3000731,3000133,3000195
3000732,3000133,3000231
3000733,3000133,3000218
3000734,3000133,3000219
3000735,3000133,3000196
3000736,3000133,3000197
3000737,3000133,3000220
3000738,3000133,3000221
3000739,3000133,3000222
3000740,3000133,3000223
3000997,3000105,3000240
3001001,3000105,3000241
3001006,3000143,3000240
3001007,3000143,3000243
3001008,3000143,3000244
3001009,3000143,3000245
3001020,3000143,3000252
3001024,3000143,3000256
3001294,3000143,3000367
3001296,3000143,3000369
3001297,3000143,3000370
3001298,3000143,3000371
3001299,3000143,3000372
3001302,3000143,3000375
3001303,3000143,3000376
3001311,3000143,3000384
3001312,3000143,3000385
3001396,3000174,3000409
3001398,3000174,3000412
3001401,3000174,3000394
3001402,3000174,3000418
3001403,3000174,3000414
3001409,3000175,3000401
3001411,3000175,3000399
3001413,3000175,3000391
3001418,3000175,3000395
3001419,3000175,3000397
3001421,3000175,3000398
3001424,3000176,3000400
3001425,3000176,3000401
3001428,3000176,3000410
3001430,3000176,3000395
3001431,3000176,3000397
3001432,3000176,3000403
3001434,3000176,3000405
3001435,3000176,3000408
3001469,3000183,3000390
3001470,3000183,3000400
3001472,3000183,3000410
3001475,3000183,3000395
3001476,3000183,3000397
3001757,3000248,3000244
3001758,3000248,3000245
3001761,3000248,3000247
3001762,3000248,3000442
3001763,3000248,3000270
3001764,3000248,3000443
3001765,3000248,3000271
3001954,3000271,3000475
3001955,3000271,3000476
3001961,3000271,3000482
3001962,3000271,3000483
3001964,3000271,3000485
3001965,3000271,3000486
4000012,4000001,4000012
4000013,4000001,4000013
4000014,4000001,4000014
4000015,4000001,4000015
4000016,4000001,4000016
4000017,4000001,4000017
4000018,4000001,4000018
4000019,4000001,4000019
4000020,4000001,4000020
4000021,4000001,4000021
4000022,4000001,4000022
4000023,4000001,4000023
4000024,4000001,4000024
4000025,4000001,4000025
4000026,4000001,4000026
4000027,4000001,4000027
4000028,4000001,4000028
4000029,4000001,4000029
4000030,4000001,4000030
4000031,4000001,4000031
4000032,4000001,4000032
4000033,4000001,4000033
4000034,4000001,4000034
4000035,4000001,4000035
4000036,4000001,4000036
4000037,4000001,4000037
4000038,4000001,4000038
4000039,4000001,4000039
4000040,4000001,4000040
4000041,4000001,4000041
4000042,4000001,4000042
4000043,4000001,4000043
4000044,4000001,4000044
4000045,4000001,4000045
4000046,4000001,4000046
4000048,4000001,4000048
4000049,4000001,4000049
4000050,4000001,4000050
4000052,4000001,4000052
4000054,4000001,4000054
4000055,4000001,4000055
4000084,4000001,4000084
4000085,4000001,4000085
4000086,4000001,4000086
4000087,4000001,4000087
4000088,4000001,4000088
4000089,4000001,4000089
4000090,4000001,4000090
4000091,4000001,4000091
4000092,4000001,4000092
4000093,4000001,4000093
4000094,4000001,4000094
4000095,4000001,4000095
4000096,4000001,4000096
4000097,4000001,4000097
4000098,4000001,4000098
4000099,4000001,4000099
4000100,4000001,4000100
4000101,4000001,4000101
4000102,4000001,4000102
4000103,4000001,4000103
4000104,4000001,4000104
4000105,4000001,4000105
4000106,4000001,4000106
4000107,4000001,4000107
4000108,4000001,4000108
4000109,4000001,4000109
4000110,4000001,4000110
4000111,4000001,4000111
4000112,4000001,4000112
4000113,4000001,4000113
4000114,4000001,4000114
4000115,4000001,4000115
4000116,4000001,4000116
4000117,4000001,4000117
4000118,4000001,4000118
4000119,4000001,4000119
4000120,4000001,4000120
4000121,4000001,4000121
4000122,4000001,4000122
4000123,4000001,4000123
4000124,4000001,4000124
4000125,4000001,4000125
4000129,4000001,4000129
4000145,4000001,4000145
4000153,4000001,4000153
4000154,4000001,4000154
4000155,4000001,4000155
4000156,4000001,4000156
4000157,4000001,4000157
4000158,4000001,4000158
4000159,4000001,4000159
4000160,4000001,4000160
4000161,4000001,4000161
4000162,4000001,4000162
4000163,4000001,4000163
4000164,4000001,4000164
4000165,4000001,4000165
4000166,4000001,4000166
4000167,4000001,4000167
4000168,4000001,4000168
4000169,4000001,4000169
4000170,4000001,4000170
4000171,4000001,4000171
4000173,4000001,4000173
4000178,4000001,4000178
4000183,4000001,4000183
4000184,4000001,4000184
4000185,4000001,4000185
4000188,4000001,4000188
4000191,4000001,4000191
4000192,4000001,4000192
4000193,4000001,4000193
4000207,4000001,4000207
4000214,4000001,4000214
4000215,4000001,4000215
4000216,4000001,4000216
4000217,4000001,4000217
4000218,4000001,4000218
4000219,4000001,4000219
4000220,4000001,4000220
4000221,4000001,4000221
4000222,4000001,4000222
4000223,4000001,4000223
4000224,4000001,4000224
4000225,4000001,4000225
4000226,4000001,4000226
4000227,4000001,4000227
4000228,4000001,4000228
4000229,4000001,4000229
4000231,4000001,4000231
4000235,4000001,4000235
4000236,4000001,4000236
4000237,4000001,4000237
4000238,4000001,4000238
4000239,4000001,4000239
4000242,4000001,4000242
4000243,4000001,4000243
4000244,4000001,4000244
4000249,4000001,4000249
4000250,4000001,4000250
4000251,4000001,4000251
4000252,4000001,4000252
4000253,4000001,4000253
4000254,4000001,4000254
4000255,4000001,4000255
4000256,4000001,4000256
4000257,4000001,4000257
4000258,4000001,4000258
4000260,4000001,4000260
4000262,4000001,4000262
4000263,4000001,4000263
4000277,4000001,4000277
4000278,4000001,4000278
4000279,4000001,4000279
4000280,4000001,4000280
4000281,4000001,4000281
4000282,4000001,4000282
4000283,4000001,4000283
4000284,4000001,4000284
4000285,4000001,4000285
4000286,4000001,4000286
4000287,4000001,4000287
4000288,4000001,4000288
4000289,4000001,4000289
4000290,4000001,4000290
4000291,4000001,4000291
4000292,4000001,4000292
4000293,4000001,4000293
4000294,4000001,4000294
4000295,4000001,4000295
4000296,4000001,4000296
4000297,4000001,4000297
4000298,4000001,4000298
4000299,4000001,4000299
4000300,4000001,4000300
4000301,4000001,4000301
4000302,4000001,4000302
4000303,4000001,4000303
4000304,4000001,4000304
4000305,4000001,4000305
4000306,4000001,4000306
4000307,4000001,4000307
4000308,4000001,4000308
4000309,4000001,4000309
4000310,4000001,4000310
4000311,4000001,4000311
4000312,4000001,4000312
4000313,4000001,4000313
4000314,4000001,4000314
4000315,4000001,4000315
4000316,4000001,4000316
4000317,4000001,4000317
4000318,4000001,4000318
4000319,4000001,4000319
4000320,4000001,4000320
4000321,4000001,4000321
4000322,4000001,4000322
4000323,4000001,4000323
4000324,4000001,4000324
4000325,4000001,4000325
4000326,4000001,4000326
4000327,4000001,4000327
4000328,4000001,4000328
4000329,4000001,4000329
4000330,4000001,4000330
4000331,4000001,4000331
4000332,4000001,4000332
4000333,4000001,4000333
4000334,4000001,4000334
4000335,4000001,4000335
4000336,4000001,4000336
4000337,4000001,4000337
4000338,4000001,4000338
4000339,4000001,4000339
4000340,4000001,4000340
4000341,4000001,4000341
4000342,4000001,4000342
4000343,4000001,4000343
4000344,4000001,4000344
4000345,4000001,4000345
4000346,4000001,4000346
4000347,4000001,4000347
4000348,4000001,4000348
4000349,4000001,4000349
4000350,4000001,4000350
4000351,4000001,4000351
4000352,4000001,4000352
4000353,4000001,4000353
4000354,4000001,4000354
4000355,4000001,4000355
4000356,4000001,4000356
4000357,4000001,4000357
4000358,4000001,4000358
4000359,4000001,4000359
4000360,4000001,4000360
4000361,4000001,4000361
4000362,4000001,4000362
4000363,4000001,4000363
4000364,4000001,4000364
4000365,4000001,4000365
4000366,4000001,4000366
4000367,4000001,4000367
4000368,4000001,4000368
4000369,4000001,4000369
4000370,4000001,4000370
4000371,4000001,4000371
4000372,4000001,4000372
4000373,4000001,4000373
4000374,4000001,4000374
4000375,4000001,4000375
4000376,4000001,4000376
4000377,4000001,4000377
4000379,4000001,4000379
4000380,4000001,4000380
4000381,4000001,4000381
4000383,4000001,4000383
4000385,4000001,4000385
4000386,4000001,4000386
4000387,4000001,4000387
4000388,4000001,4000388
4000389,4000001,4000389
4000390,4000001,4000390
4000391,4000001,4000391
4000392,4000001,4000392
4000393,4000001,4000393
4000394,4000001,4000394
4000395,4000001,4000395
4000396,4000001,4000396
4000397,4000001,4000397
4000398,4000001,4000398
4000399,4000001,4000399
4000400,4000001,4000400
4000401,4000001,4000401
4000402,4000001,4000402
4000403,4000001,4000403
4000404,4000001,4000404
4000405,4000001,4000405
4000406,4000001,4000406
4000407,4000001,4000407
4000408,4000001,4000408
4000409,4000001,4000409
4000410,4000001,4000410
4000411,4000001,4000411
4000412,4000001,4000412
4000413,4000001,4000413
4000414,4000001,4000414
4000415,4000001,4000415
4000416,4000001,4000416
4000417,4000001,4000417
4000418,4000001,4000418
4000419,4000001,4000419
4000420,4000001,4000420
4000421,4000001,4000421
4000422,4000001,4000422
4000423,4000001,4000423
4000424,4000001,4000424
4000425,4000001,4000425
4000426,4000001,4000426
4000427,4000001,4000427
4000428,4000001,4000428
4000429,4000001,4000429
4000430,4000001,4000430
4000431,4000001,4000431
4000432,4000001,4000432
4000433,4000001,4000433
4000434,4000001,4000434
4000435,4000001,4000435
4000436,4000001,4000436
4000437,4000001,4000437
4000438,4000001,4000438
4000439,4000001,4000439
4000440,4000001,4000440
4000441,4000001,4000441
4000442,4000001,4000442
4000443,4000001,4000443
4000444,4000001,4000444
4000445,4000001,4000445
4000446,4000001,4000446
4000447,4000001,4000447
4000448,4000001,4000448
4000449,4000001,4000449
4000450,4000001,4000450
4000451,4000001,4000451
4000452,4000001,4000452
4000453,4000001,4000453
4000454,4000001,4000454
4000455,4000001,4000455
